goodreads_book_id,isbn,authors,original_publication_year,original_title
900065,394856392,"Stan Berenstain, Jan Berenstain",1983,The Berenstain Bears and the Messy Room
349473,141655484X,"Richard Bachman, Stephen King",2007,Blaze
286507,345363310,David Eddings,1988,Demon Lord of Karanda
2693801,500237514,"H.W. Janson, Anthony F. Janson",1962,History of Art
7202831,034551548X,Tess Gerritsen,2010,Ice Cold
68520,312156960,Bernard Cornwell,1995,The Winter King
59969,1593072945,Frank Miller,1993,Sin City: A Dame to Kill For
544424,738710180,Simone Elkeles,2007,Leaving Paradise
475276,159182799X,Yukiru Sugisaki,1997,ディー・エヌ・エンジェル 1
226791,446604844,David Baldacci,1996,Total Control
6411016,979528534,Karl Marlantes,2009,Matterhorn: A Novel of the Vietnam War
2159225,316057800,"Trenton Lee Stewart, Diana Sudyka",2008,The Mysterious Benedict Society and the Perilous Journey
37526,743484878,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1599,The Cronicle History of Henry the fift
19083,486414248,Aristotle,-350,Politics
522776,553805460,Jordan Belfort,2007,The Wolf of Wall Street
174834,684815001,Dietrich Bonhoeffer,1937,Nachfolge
29430012,670026190,Amor Towles,2016,A Gentleman in Moscow
6792458,1595581030,Michelle Alexander,2010,The New Jim Crow: Mass Incarceration in the Age of Colorblindness
32585,486431681,"Knut Hamsun, George Egerton",1890,Sult
18465852,385350848,Cristina Henriquez,2014,The Book of Unknown Americans
11112619,144240907X,Lauren DeStefano,2012,Fever
64865,312939000,Sue Grafton,1985,B is for Burglar
3289281,316154857,Kate Atkinson,2008,When Will There Be Good News?
3134981,1401215815,"Brian Azzarello, Lee Bermejo",2008,Joker
359375,1401359795,"Sergei Lukyanenko, Andrew Bromfield",1998,Ночной дозор 
17402288,385350813,Jenny Offill,2014,Dept. of Speculation
22544024,451419928,Susan Meissner,2015,Secrets of a Charmed Life
85448,553268929,Pat Conroy,1976,The Great Santini
51606,806512814,Dalton Trumbo,1939,Johnny Got His Gun
32502,446607274,Michael Connelly,1999,Angels Flight
4909,743243781,Frank McCourt,2005,Teacher Man
5489684,006177894X,Ellen Schreiber,2008,Vampire Kisses: The Beginning (Vampire Kisses Omnibus)
9307674,1423161610,Eoin Colfer,2012,The Last Guardian
414895,345447980,"Pierre Boulle, Xan Fielding",1963,La planète des singes
7600922,451231619,Rachel Caine,2010,Ghost Town
182496,440132940,Belva Plain,1978,Evergreen
592657,038531387X,James Dickey,1970,Deliverance
28547,689860072,Anne McCaffrey,1977,Dragonsinger
13049981,61996203,Cynthia Hand,2013,Boundless
568454,1421506238,"Katsura Hoshino, Mayumi Kobayashi",2004,"D.Gray-man, Volume 1"
41810,553299492,Isaac Asimov,1983,The Robots of Dawn
18431,440241359,"Ian Caldwell, Dustin Thomason",2004,The Rule of Four
16718083,751552615,Jessica Sorensen,2013,The Redemption of Callie & Kayden
16277248,1616550546,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",2013,
32505,446699551,Michael Connelly,2005,The Closers
275000,60525592,Erin Hunter,2003,Fire and Ice
5509920,373773927,Gena Showalter,2009,The Darkest Whisper
46190,1400083028,Rob Sheffield,2007,"Love Is a Mix Tape: Life and Loss, One Song at a Time"
14595,802142648,"Legs McNeil, Gillian McCain",1996,Please Kill Me: The Uncensored Oral History of Punk
833549,64440591,Arnold Lobel,1976,Frog and Toad All Year
68418,786915889,R.A. Salvatore,1998,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)"
30225,425217248,Laurell K. Hamilton,2007,"The Harlequin (Anita Blake, Vampire Hunter, #15)"
237320,64410471,Sarah Weeks,2004,So B. It
1675216,1416954171,Margaret Peterson Haddix,2008,Found
26192467,034554692X,Emily Giffin,2016,
68458,8370540791,Andrzej Sapkowski,1994,Krew elfów
6697,60759968,Rebecca Wells,1992,Little Altars Everywhere
82747,60512148,Marian Keyes,2002,Angels
8306745,141699792X,Brandon Mull,2011,A World Without Heroes
5201089,1741663016,John Flanagan,2008,The Kings of Clonmel
25816688,62200631,Joe Hill,2016,The Fireman
19346451,62194720,Pittacus Lore,2014,The Revenge of Seven
387749,1934648205,Lew Wallace,1880,Ben-Hur: A Tale of the Christ
9646,156421178,"George Orwell, Lionel Trilling",1938,Homage to Catalonia
251519,446694843,Lolly Winston,2004,Good Grief
18635622,345533488,"George R.R. Martin, Gary Gianni",2013,A Knight of the Seven Kingdoms
7747263,1423121287,Melissa de la Cruz,2010,Misguided Angel
6613,080213825X,Candace Bushnell,2000,Four Blondes
949709,859537277,Pam Adams,1973,There Was an Old Lady Who Swallowed a Fly (Classic Board Books with Holes)
1270615,1593078226,"Joss Whedon, Georges Jeanty",2007,The Long Way Home
7324659,61718947,Anthony Bourdain,2010,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook
3562,055323370X,L.M. Montgomery,1923,Emily of New Moon
113205,802150594,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",1925,Собачье сердце
676737,679723110,John Gardner,1970,Grendel
68528,61144835,Bernard Cornwell,2005,The Pale Rider
64582,140092501,James Gleick,1987,Chaos: Making a New Science
16982,785100490,"Kurt Busiek, Alex Ross",1993,Marvels
13722902,193636574X,Dave Eggers,2012,A Hologram for the King
10959277,1595144919,"Jay Asher, Carolyn Mackler",2011,The Future of Us
1713912,316024643,James Patterson,2008,Cross Country
6538757,1849231842,Kristen Ashley,2008,Rock Chick
11366397,1442445807,Suzanne Young,2013,The Program
84777,446699535,Michael Connelly,2002,City of Bones
45244,345461665,Peter F. Hamilton,2005,Judas Unchained
7035,1400031362,Alexander McCall Smith,2001,Morality for Beautiful Girls
4570679,1416571736,Jennifer Echols,2009,Going Too Far
16240761,62120395,Philipp Meyer,2012,The Son
84132,312938810,Sherrilyn Kenyon,2007,The Dream Hunter
33455,60735449,"Christopher Moore, Oliver Wyman",1997,Island of the Sequined Love Nun
26114135,1250074134,Bryn Greenwood,2016,All the Ugly and Wonderful Things
16101126,670785601,Sarah Dessen,2013,The Moon and More
3895,609602195,"Ina Garten, Melanie Acevedo",1999,The Barefoot Contessa Cookbook
7800188,1595143424,"Kathy Reichs, Brendan Reichs",2010,Virals
6167746,312372132,"P.C. Cast, Kristin Cast",2007,
6365221,080508925X,Rhoda Janzen,2009,Mennonite in a Little Black Dress: A Memoir of Going Home
830791,446607711,David Baldacci,1998,The Simple Truth
26891429,034550500X,Justin Cronin,2016,The City of Mirrors
91249,038072801X,Beverly Cleary,1984,Ramona Forever
5508,140369260,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992,Anne Frank: Beyond the Diary - A Photographic Remembrance
395962,765345048,Jacqueline Carey,2002,Kushiel's Chosen
22874559,8129135728,Chetan Bhagat,2014,Half Girlfriend
233691,836218310,Gary Larson,1984,The Far Side Gallery 3
52397,446675504,Octavia E. Butler,1993,"Parable of the Sower (Earthseed, #1)"
11872242,1846057914,"James Patterson, Maxine Paetro",2012,11th hour
13151129,765329042,"Orson Scott Card, Aaron Johnston",2012,"Earth Unaware (The First Formic War, #1) "
687278,1570623449,Pema Chödrön,1996,When Things Fall Apart: Heart Advice for Difficult Times
9999107,312658656,Daisy Goodwin,2010,My Last Duchess
659612,671729489,V.C. Andrews,1984,Seeds of Yesterday
140131,736423125,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",1948,Three Little Pigs (Little Golden Book)
60431,810933519,Andy Goldsworthy,1990,Andy Goldsworthy: A Collaboration with Nature
608287,60975776,Denis Johnson,1992,Jesus' Son: Stories
13573622,141659521X,Vince Flynn,2012,The Last Man
9503,034546401X,Amy Tan,2005,Saving Fish from Drowning: A Novel
13547381,1439164681,Lisa Genova,2012,Love Anthony
641604,159184021X,Seth Godin,2003,Purple Cow: Transform Your Business by Being Remarkable
16131489,399162437,Rick Yancey,2016,The Last Star
744615,1932664491,"Bryan Lee O'Malley, Steve Buccellato",2007,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together"
426825,055327094X,Leon Uris,1970,QB VII
24876258,451466802,Jim Butcher,2015,The Aeronaut's Windlass 
23529,861661419,"Alan Moore, Eddie Campbell, Pete Mullins",1999,From Hell
86321,739453823,Nora Roberts,2005,Black Rose
65910,553587692,Lisa Gardner,1997,The Perfect Husband
113310,345366239,Katherine Neville,1988,The Eight
161887,152052216,Edith Pattou,2003,East
127584,345335082,Anne McCaffrey,1971,Dragonquest
357636,393301583,"Sigmund Freud, James Strachey, Peter Gay",1930,Das Unbehagen in der Kultur
12394068,1444737090,James Bowen,2012,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets
17411703,345545850,J. Kenner,2013,Complete Me
19288321,553392425,Robin Hobb,2014,Fool's Assassin
31979,785115315,"Joss Whedon, John Cassaday",2004,"Astonishing X-Men, Volume 1: Gifted"
5152561,006121471X,Melissa Marr,2009,Fragile Eternity
32628,006093316X,Clive Barker,1989,The Great and Secret Show
29,380715430,Bill Bryson,1990,The Mother Tongue: English and How It Got That Way
1918305,446580260,Eric    Weiner,2008,The Geography of Bliss: One Grump's Search for the Happiest Places in the World
231,312424442,Tom Wolfe,2004,
25564665,151166066X,Elle Kennedy,2015,The Mistake
73089,60734566,Susan Elizabeth Phillips,2005,Match Me If You Can
59830,749932821,Nora Roberts,2001,"Heaven and Earth (Three Sisters Island, #2)"
32430,425195481,Dean Koontz,1989,The Bad Place
187812,60755865,Meg Cabot,2005,Avalon High
3609763,316043125,Stephenie Meyer,2011,The Twilight Saga: The Official Guide
297135,345483448,Kristin Hannah,2001,Summer Island
64023,60628391,Richard J. Foster,1978,Celebration of Discipline: The Path to Spiritual Growth
517188,60931736,Muriel Spark,1961,The Prime of Miss Jean Brodie 
138202,609807900,Megan McCafferty,2001,"Sloppy Firsts (Jessica Darling, #1)"
13477676,316221333,Matthew Quick,2013,"Forgive Me, Leonard Peacock"
39963,142401102,Richard Peck,1998,A Long Way From Chicago
5575,446609404,James Patterson,1980,Virgin
514313,743225708,Ben Mezrich,2002,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions
18465566,1626720940,"Mariko Tamaki, Jillian Tamaki",2014,This One Summer
1883838,1847371663,Nikki Sixx,2005,The Heroin Diaries: A Year in the Life of a Shattered Rock Star
4957350,1934137197,Paul Harding,2008,Tinkers
15568,1857233808,Terry Brooks,1991,The Druid of Shannara
22843341,1502446936,Penelope Ward,2014,Stepbrother Dearest
14376,140007780X,Alan Lightman,1992,Einstein's Dreams
5695,679734511,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872,Бесы
84144,749935871,Sherrilyn Kenyon,2004,Seize the Night
49455,067973452X,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",1864,
8346300,1608870081,"Andrew Williamson, Andrew Williamson",2010,
85987,60898488,"Isabel Allende, Margaret Sayers Peden",2000,Retrato en sepia
288644,739467042,Vikas Swarup,2005,Q & A: Slumdog Millionaire
29430013,670026336,Tana French,2016,
789344,553157248,Donald J. Sobol,1963,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)"
138685,330411969,C.J. Sansom,2003,Dissolution
890143,689872992,Lisi Harrison,2004,"The Clique (The Clique, #1)"
17910054,805092994,Elizabeth Kolbert,2014,The Sixth Extinction: An Unnatural History
13325079,60885599,Ben Fountain,2012,Billy Lynn's Long Halftime Walk
99315,1594481717,Daniel H. Pink,2004,A Whole New Mind: Why Right-Brainers Will Rule the Future
77160,1573223328,Lian Hearn,2002,Across the Nightingale Floor 
2094,553804367,"Stephen Hawking, Leonard Mlodinow",2005,A Briefer History of Time
117047,141026162,Richard Dawkins,1986,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design
59822,749932988,Nora Roberts,2002,"Face the Fire (Three Sisters Island, #3)"
17834834,1250046394,Ronald H. Balson,2010,Once We Were Brothers
16435,553588249,Dean Koontz,2004,Life Expectancy
2866413,1423110706,Cinda Williams Chima,2008,The Dragon Heir
7171876,1416950095,Ellen Hopkins,2010,"Fallout (Crank, #3)"
123598,425175405,Patricia Cornwell,1999,Black Notice
28449257,316393878,Emma Donoghue,2016,The Wonder
111218,345494857,Alison Weir,2006, Innocent Traitor
4656,345463153,John Irving,2001,The Fourth Hand
425123,380730359,Dennis Lehane,1998,"Gone, Baby, Gone"
217436,345471172,Kristin Hannah,1999,On Mystic Lake
78131,553581554,Iris Johansen,1999,The Killing Game
15768409,1442484233,Michelle Hodkin,2014,The Retribution of Mara Dyer
3882,1400082544,Rachael Ray,2005,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook)
2145681,312342020,Augusten Burroughs,2008,A Wolf at the Table
40290,076534775X,Orson Scott Card,1987,Alvin Maker: Seventh Son
16697,60790598,Michael Chabon,1988,The Mysteries of Pittsburgh
146274,60518502,James L. Swanson,2006,Manhunt: The 12-Day Chase for Lincoln's Killer
6631792,7233701,Cecelia Ahern,2009,The Book of Tomorrow
10327303,1423147952,Ally Carter,2011,Uncommon Criminals
18298225,62235672,Kasie West,2014,On the Fence
846984,375913750,Jerry Spinelli,2007,"Love, Stargirl"
481446,307381463,Michelle Moran,2007,Nefertiti
11709037,1592406599,David McRaney,2011,‎You Are Not So Smart‎
72854,553578529,Sara Donati,1998,Into the Wilderness
1519,140443339,"Aeschylus, Robert Fagles, William Bedell Stanford",-458,Ὀρέστεια
17167084,312655479,Louise Penny,2013,How the Light Gets In
347656,1581344988,John Piper,2003,Don't Waste Your Life
54984,307376656,Ildefonso Falcones,2006,La catedral del mar
111222,345425502,Alison Weir,1996,The Life of Elizabeth I
747061,1592975038,The Church of Jesus Christ of Latter-day Saints,1950,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price"
8163722,044657922X,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",2010,Earth: A Visitor's Guide to the Human Race 
6315602,373210035,Rachel Vincent,2009,My Soul to Take
15019,1571740562,Neale Donald Walsch,1996,Conversations With God. An Uncommon Dialogue. Book 2
9413044,62071130,Brodi Ashton,2012,Everneath
3400816,739328271,Janet Evanovich,2009,Plum Spooky
1426,60527986,Paulo Coelho,1997,Manual do guerreiro da luz
2936415,385522266,Jon Krakauer,2008,Where Men Win Glory: The Odyssey of Pat Tillman
824062,800793013,"Brother Andrew, Elizabeth Sherrill, John Sherrill",1964,God's Smuggler
9923372,307595129,J. Courtney Sullivan,2011,Maine
18660447,006233638X,Kasie West,2015,Fill-in boyfrined
161426,553376055,Meg Rosoff,2004,How I Live Now
47613,439856264,Garth Nix,2003,Mister Monday
9166559,778328791,Heather Gudenkauf,2011,These things hidden
852460,1561483397,"Dawn J. Ranck, Phyllis Pellman Good",2000,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker
6006518,1595142517,"Lili St. Crow, Lilith Saintcrow",2009,Strange Angels
103342,786886307,"Malika Oufkir, Michèle Fitoussi",1999,La Prisonnière
6013511,399155813,Nora Roberts,2009,Black Hills
91714,078512179X,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",2006,Civil War: A Marvel Comics Event
609870,805421300,"Kim Carpenter, John R. Perry, Krickitt Carpenter",2000,The Vow: The Kim and Krickitt Carpenter Story
7171856,143913376X,Robert A. Heinlein,1951,The Puppet Masters
921651,307119408,Mercer Mayer,1983,Just Go to Bed
28449270,316403431,Maria Semple,2016,
228063,345470583,"CLAMP, William Flanagan",2003,xxxHOLiC #1
279692,039541668X,"Harry Allard, James  Marshall",1982,Miss Nelson Is Back
77505,553572393,Kim Stanley Robinson,1994,Green Mars
28691,756402980,Tad Williams,1993,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)"
45685,744549515,"Oscar Wilde, Inga Moore",1887,The Canterville Ghost
18630542,345529375,"Bryan Lee O'Malley, Nathan Fairbairn",2014,Seconds: A Graphic Novel
327246,1402735421,Jenő Barcsay,1953,Művészeti Anatómia
6572,044018293X,John Saul,1977,Suffer the Children
24137,60739428,Karen Cushman,1994,"Catherine, Called Birdy"
613283,967673747,Jean Sasson,1992,Princess: A True Story of Life Behind the Veil in Saudi Arabia 
15547,1857232569,Terry Brooks,1986,Magic Kingdom for Sale—Sold!
68984,553583182,"Joseph Murphy, Ian McMahan",1962,The Power of Your Subconscious Mind
31341,99271494,Anne Rice,2001,Blood and Gold: The Vampire Marius
10816908,62026518,Rae Carson,2012,The Crown of Embers
18170039,62317148,Kiera Cass,2014,The Guard
816870,440442508,"Esther Forbes, Lynd Ward",1943,Johnny Tremain
172732,1876175702,"Ernesto Che Guevara, Aleida Guevara March",1993,Diarios de motocicleta: notas de viaje por América Latina
125956,1595540210,Ted Dekker,2003,Black 1. The Birth of Evil
6437061,316043915,N.K. Jemisin,2010,The Hundred Thousand Kingdoms
857445,399226168,Peggy Rathmann,1995,Officer Buckle & Gloria (Hardcover)
63033,374191484,"Roberto Bolaño, Natasha Wimmer",1998,Los detectives salvajes
11300302,373210582,Gena Showalter,2012,Alice in Zombieland
6801582,61668060,Aprilynne Pike,2009,Spells
59151,1590171691,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941,Schachnovelle
594361,736420959,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994,The Lion King (Little Golden Book)
11198312,545324092,Gordon Korman,2011,The Medusa Plot
7164343,044658083X,Nelson DeMille,2010,The Lion
112754,044023655X,Karen Marie Moning,2001,Kiss of the Highlander
12722468,1400067898,Sally Bedell Smith,2012,Elizabeth The Queen: The Life Of A Modern Monarch
19101283,385351372,"Jo Nesbø, Charlotte Barslund",2014,Sønnen
6839093,1607061597,"John Layman, Rob Guillory",2009,Taster's Choice
785453,440418518,Linda Sue Park,2001,A Single Shard
29187,786931582,"Margaret Weis, Tracy Hickman",1986,Time of the Twins
7743117,61779741,Christopher Moore,2012,Sacré Bleu: A Comedy d'Art
331256,575070536,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972,Пикник на обочине
2068676,006085202X,Meg Cabot,2008,Queen of Babble Gets Hitched
182381,141439882,Elizabeth Gaskell,1853,Cranford
11761,330369954,Don DeLillo,1997,Underworld
50140,140168125,"Jack Kerouac, Aram Saroyan",1962,Big Sur
200572,1585678759,P.G. Wodehouse,1919,My Man Jeeves
6368610,61659223,Melissa Marr,2010,Radiant Shadows
20980987,1455581089,Amanda Palmer,2014,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help"
14288998,62072099,Veronica Rossi,2014,Into the Still Blue
296302,1594489173,Ann Brashares,2007,The Last Summer (of You and Me)
95406,1563893126,"Garth Ennis, Steve Dillon",1997,Preacher Vol. 2: Until the End of the World
36,618391002,"Chris   Smith, Christopher Lee, Richard Taylor",,The Lord of the Rings: Weapons and Warfare
215543,743437322,D.J. MacHale,2003,The Lost City of Faar
31374,553278029,Elizabeth  George,1988,A Great Deliverance
248482,1582349061,Shannon Hale,2004,Enna Burning
93724,60724692,Meg Cabot,2005,Twilight
105999,380709589,"Beverly Cleary, Paul O. Zelinsky",1983,Dear Mr. Henshaw
16055,1857028155,Ann Patchett,1997,
3378,349108390,Douglas Coupland,1991,Generation X: Tales for an Accelerated Culture
23168277,802123457,Viet Thanh Nguyen,2015,The Sympathizer
16305,1579126286,Agatha Christie,1941,Evil Under the Sun
164542,60512628,"Mary O'Hara, Dave Blossom",1941,"My Friend Flicka (Flicka, #1)"
12326644,145162607X,"Philippa Gregory, Mirjana Valent",2012,The Kingmaker's Daughter
292275,1847024696,"Henrik Ibsen, William Archer",1890,Hedda Gabler
1298205,736423095,Walt Disney Company,1940,Dumbo (Little Golden Book)
22698568,62290398,Erika Johansen,2015,The Invasion of the Tearling
13256064,307960471,"Jo Nesbø, Don Bartlett",2011,Gjenferd
8724779,312530641,"P.C. Cast, Kristin Cast",,
588369,7198914,Cecelia Ahern,2006,A Place Called Here
99664,307277771,W. Somerset Maugham,1925,The Painted Veil
31337,99446723,Anne Rice,2002,Blackwood Farm
832543,609800140,Caroline Myss,1996,Anatomy of the Spirit: The Seven Stages of Power and Healing
7036,349117047,Alexander McCall Smith,2002,The Kalahari Typing School for Men
16158535,039916216X,Beatriz Williams,2013,A Hundred Summers
556136,618724834,Gary D. Schmidt,2007,The Wednesday Wars
227454,786939842,R.A. Salvatore,1992,The Legacy
803171,525471340,Judy Schachner,2003,Skippyjon Jones
9410421,399157441,Nora Roberts,2011,Chasing Fire
95887,1576754227,Brian Tracy,2001,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time
4600,689861133,Sandra Boynton,1982,"Moo, Baa, La La La!"
342504,1585426016,Wallace D. Wattles,1910,The Science of Getting Rich
2277444,61230944,James Rollins,2008,The Last Oracle
101911,60897848,A. Manette Ansay,1994,Vinegar Hill (P.S.)
234501,055327418X,David Brin,1983,Startide Rising
16282066,1481200577,Shelly Crane,2011,Significance
880,812974611,Robert   Harris,2003,Pompeii
25066991,1455536253,David Baldacci,2015,The Guilty
243685,671201581,Bertrand Russell,1945,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day
13235,517220776,Lewis Carroll,1884,Complete Works of Lewis Carroll
39542,786886811,Nigella Lawson,1998,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking
672875,451528166,"Thomas Malory, Keith Baines, Robert Graves",1485,Le Morte d'Arthur
196764,1400052297,Cupcake Brown,2006,A Piece of Cake: A Memoir
24782,805080511,Lloyd Alexander,1967,Taran Wanderer
136637,446612758,"Douglas Preston, Lincoln Child",2004,Brimstone
17529,1598183605,Kate Douglas Wiggin,1903,Rebecca of Sunnybrook Farm
114166,006056251X,Lisa Kleypas,2006,Devil in Winter 
2169506,152063110,Susan Beth Pfeffer,2008,The Dead and the Gone
125955,1595540350,Ted Dekker,2004,White
6758331,778303764,Gena Showalter,2010,"The Darkest Passion (Lords of the Underworld, #5)"
4601396,385526342,Chuck Palahniuk,2009,Pygmy
16130307,1439136637,Lauren Weisberger,2013,Revenge Wears Prada: The Devil Returns
5693,553381008,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900,Рассказы и Повести
7648269,1416591052,S.C. Gwynne,2010,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History"
18999,743455800,John le Carré,1979,Smiley's People
11433,842356223,"Karen Kingsbury, Gary Smalley",2002,Redemption
64481,152053107,Jennifer Donnelly,2003,A Northern Light
79705,786229071,"Tim LaHaye, Jerry B. Jenkins",1999,Apollyon: The Destroyer Is Unleashed
192893,61043575,Dorothy L. Sayers,1923,Whose Body?
24215,689847432,"Robert Sabuda, Lewis Carroll",2003,
737957,142003697,Ross King,2003,Michelangelo and the Pope's Ceiling
11922,452285933,Kelley Armstrong,2002,Stolen
85306,446616494,David Baldacci,2004,Hour Game
2277378,755328949,Louise Penny,2007,The Cruelest Month
10444,679847596,"Noel Streatfeild, Diane Goode",1936,Ballet Shoes
93000,1423409450,Harry Gregson-Williams,2006,"The Chronicles of Narnia: The Lion, the Witch and The Wardrobe (Sheet Music)"
668,451187849,"Ayn Rand, Leonard Peikoff",1936,We the Living
20443207,374384711,Marie Rutkoski,2015,The Winner's Crime
76889,802130720,E.E. Cummings,1954,100 Selected Poems by e. e. Cummings
2202049,451223896,Jen Lancaster,2008,"Such a Pretty Fat: One Narcissist's Quest to Discover if Her Life Makes Her Ass Look Big, or Why Pie is Not the Answer"
831194,60525614,Erin Hunter,2003,Forest of Secrets
6065182,1594488800,Sarah Waters,2009,The Little Stranger
17562900,042525674X,Patricia Briggs,2014,Night Broken
17399160,62286927,Sara Raasch,2014,Snow Like Ashes
17830123,147675666X,Matthew  Thomas,2014,We Are Not Ourselves
59821,515139408,Nora Roberts,2005,Red Lily
159760,1594481881,Mary Pipher,1994,Reviving Ophelia: Saving the Selves of Adolescent Girls
68526,60888628,Bernard Cornwell,2006,The Lords of the North
162719,1416936491,Margaret Peterson Haddix,1999,Just Ella
18404427,081299289X,Lisa See,2014,China Dolls
238360,1416900314,Kate Brian,2005,Megan Meade's Guide to the McGowan Boys
911579,64430960,"Russell Hoban, Lillian Hoban",1964,Bread and Jam for Frances
9567,184243036X,Tom Robbins,1994,Half Asleep in Frog Pajamas
15858,60988657,Gregory Maguire,2003,Mirror Mirror
21969786,1406350486,Patrick Ness,2013,More Than This
293625,679728740,Cormac McCarthy,1973,Child of God
95621,842339760,Francine Rivers,1995,"As Sure as the Dawn (Mark of the Lion, #3)"
16158596,1594205388,Max Barry,2013,Lexicon
2804776,1400139027,"Candace Bushnell, Donna Murphy",2008,One Fifth Avenue
20701984,1419710206,"Cece Bell, David Lasky",2014,El Deafo
16140408,451419715,Samantha Young,2013,Down London Road
30069,1582404879,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Vol. 3: Safety Behind Bars"
22584,1857983416,Philip K. Dick,1974,"Flow My Tears, the Policeman Said"
95622,1414315716,Francine Rivers,1998,The Last Sin Eater
73385,743457269,Jude Deveraux,1989,A Knight in Shining Armor
7157310,1442402326,Jonathan Maberry,2010,Rot & Ruin
22632,872205541,"Plato, G.M.A. Grube, John M. Cooper",-400,
1149440,786865059,Charles R. Cross,2001,Heavier Than Heaven: A Biography of Kurt Cobain
261243,140440399,"Thucydides, Rex Warner, Moses I. Finley",-411,Ἱστορίαι
2918374,1593081197,"Stephen Crane, George Stade, Richard Fusco",1895,The Red Badge of Courage
5776788,61714305,Richard Kadrey,2009,Sandman Slim
5556466,312359322,John Hart,2009,The Last Child
17717,811200124,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962,Labyrinths
89399,316734837,Anita Shreve,1999,Fortune's Rocks
52258,393325997,Patricia Highsmith,1952,The Price of Salt
9662386,140278404X,Colleen Houck,2011,Tiger's Quest
6319978,045122793X,Chloe Neill,2009,Friday Night Bites: A Chicagoland Vampires Novel 
70420,195189779,Tim Harford,2005,"The Undercover Economist: Exposing Why the Rich Are Rich, the Poor Are Poor--and Why You Can Never Buy a Decent Used Car!"
365006,1595541896,Frank E. Peretti,1995,The Oath
2218252,61345695,Anna Godbersen,2008,Rumors
16101018,399255370,"Drew Daywalt, Oliver Jeffers",2013,The Day the Crayons Quit
93729,60096098,Meg Cabot,2002,"Princess in Waiting (The Princess Diaries, #4)"
11281852,1451612060,"Katie J. Davis, Beth Clark",2011,
3181953,316037532,Kathleen Kent,2008,The Heretic's Daughter
88077,679772871,"Thomas Mann, John E. Woods",1924,Der Zauberberg
32507,044661162X,Michael Connelly,2002,Chasing the Dime
17234658,62278967,Claudia Gray,2014,A Thousand Pieces of You
828084,439692393,Patricia Reilly Giff,2002,Pictures of Hollis Woods
45245,330340328,Peter F. Hamilton,1996,The Reality Dysfunction
119382,6174434,Sidney Sheldon,1988,The Sands of Time
13537891,241144140,Zadie Smith,2012, NW 
530848,525478116,Heather Brewer,2007,The Chronicles of Vladimir Tod: Eighth Grade Bites
10639,60005696,Barry Schwartz,2004,The Paradox of Choice: Why More Is Less
30324,440226686,Annette Curtis Klause,1997,Blood and Chocolate
6413193,316166316,Michael Connelly,2009,Nine Dragons
9784,486424588,D.H. Lawrence,1920,Women in Love
31106,670038571,Jane Green,2007,Second Chance
889284,553278746,David Brin,1985,The Postman
