goodreads_book_id,isbn,authors,original_publication_year,original_title,image_url,small_image_url
25689074,1250091845,Marissa Meyer,2016,Stars Above,https://images.gr-assets.com/books/1472473049m/25689074.jpg,https://images.gr-assets.com/books/1472473049s/25689074.jpg
1207904,038551851X,Eric Clapton,2007,Clapton: The Autobiography,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
647,312421435,Naomi Klein,1999,No Logo,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
43927,451210557,Harlan Coben,2003,No Second Chance,https://images.gr-assets.com/books/1309281936m/43927.jpg,https://images.gr-assets.com/books/1309281936s/43927.jpg
7748,446698229,Hunter S. Thompson,1973,Fear and Loathing on the Campaign Trail '72,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
764434,743219600,P.D. James,1971,Shroud for a Nightingale,https://images.gr-assets.com/books/1321172495m/764434.jpg,https://images.gr-assets.com/books/1321172495s/764434.jpg
21853633,1250019834,Sarah Addison Allen,2015,First Frost,https://images.gr-assets.com/books/1410962794m/21853633.jpg,https://images.gr-assets.com/books/1410962794s/21853633.jpg
223380,330426648,Ted Chiang,2002,Stories of Your Life and Others ,https://images.gr-assets.com/books/1356138316m/223380.jpg,https://images.gr-assets.com/books/1356138316s/223380.jpg
53926,9707704667,Mario Vargas Llosa,2006,Travesuras de la niña mala,https://images.gr-assets.com/books/1405421130m/53926.jpg,https://images.gr-assets.com/books/1405421130s/53926.jpg
6449290,1565126807,Heidi W. Durrow,2010,The Girl Who Fell From the Sky,https://images.gr-assets.com/books/1285276805m/6449290.jpg,https://images.gr-assets.com/books/1285276805s/6449290.jpg
4031,375727272,Bret Easton Ellis,2005,Lunar Park,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
32523,553804324,Lisa Gardner,2007,"Hide (Detective D.D. Warren, #2) ",https://images.gr-assets.com/books/1327979037m/32523.jpg,https://images.gr-assets.com/books/1327979037s/32523.jpg
969177,9832672368,Habiburrahman El-Shirazy,2004,Ayat-ayat Cinta,https://images.gr-assets.com/books/1439347437m/969177.jpg,https://images.gr-assets.com/books/1439347437s/969177.jpg
29519514,1682305031,Erin Watt,2016,Broken prince,https://images.gr-assets.com/books/1464248584m/29519514.jpg,https://images.gr-assets.com/books/1464248584s/29519514.jpg
16054811,385349831,"Paulo Coelho, Margaret Jull Costa",2012,Manuscrito encontrado em Accra,https://images.gr-assets.com/books/1362586181m/16054811.jpg,https://images.gr-assets.com/books/1362586181s/16054811.jpg
9296438,031238078X,Lisa Scottoline,2011,Save Me,https://images.gr-assets.com/books/1311983193m/9296438.jpg,https://images.gr-assets.com/books/1311983193s/9296438.jpg
52640,7117140,Clive Barker,1987,Weaveworld,https://images.gr-assets.com/books/1329374451m/52640.jpg,https://images.gr-assets.com/books/1329374451s/52640.jpg
170650,671758896,Mary Higgins Clark,1991,"Loves Music, Loves to Dance",https://images.gr-assets.com/books/1416640001m/170650.jpg,https://images.gr-assets.com/books/1416640001s/170650.jpg
215542,689869126,D.J. MacHale,2005,The Rivers of Zadaa,https://images.gr-assets.com/books/1432151614m/215542.jpg,https://images.gr-assets.com/books/1432151614s/215542.jpg
133486,345438310,Robert K. Massie,1967,Nicholas and Alexandra,https://images.gr-assets.com/books/1333577599m/133486.jpg,https://images.gr-assets.com/books/1333577599s/133486.jpg
12275680,345527771,Janet Evanovich,2012,Wicked Business,https://images.gr-assets.com/books/1328334213m/12275680.jpg,https://images.gr-assets.com/books/1328334213s/12275680.jpg
16054808,037587089X,Chris Grabenstein,2013,Escape from Mr. Lemoncello's Library,https://images.gr-assets.com/books/1379335670m/16054808.jpg,https://images.gr-assets.com/books/1379335670s/16054808.jpg
17208,345414004,Robert A. Heinlein,1982,Friday,https://images.gr-assets.com/books/1315410828m/17208.jpg,https://images.gr-assets.com/books/1315410828s/17208.jpg
6926176,1414318634,Francine Rivers,2010,"Her Mother's Hope (Marta's Legacy, #1)",https://images.gr-assets.com/books/1406510447m/6926176.jpg,https://images.gr-assets.com/books/1406510447s/6926176.jpg
97860,395870828,David Wiesner,1991,Tuesday,https://images.gr-assets.com/books/1328870556m/97860.jpg,https://images.gr-assets.com/books/1328870556s/97860.jpg
19707,399148701,Tom Clancy,2002,Red Rabbit,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13986,886773784,Mercedes Lackey,1987,Arrows of the Queen (Heralds of Valdemar #1),https://images.gr-assets.com/books/1296358547m/13986.jpg,https://images.gr-assets.com/books/1296358547s/13986.jpg
424,374521727,Joan Didion,1968,Slouching Towards Bethlehem: Essays,https://images.gr-assets.com/books/1327952074m/424.jpg,https://images.gr-assets.com/books/1327952074s/424.jpg
43917,6497012,Raymond E. Feist,1995,Rise of a Merchant Prince,https://images.gr-assets.com/books/1360282060m/43917.jpg,https://images.gr-assets.com/books/1360282060s/43917.jpg
7285498,62002325,Courtney Allison Moulton,2011,Angelfire,https://images.gr-assets.com/books/1294531919m/7285498.jpg,https://images.gr-assets.com/books/1294531919s/7285498.jpg
12070846,1451665601,Stephen King,2011,Mile 81,https://images.gr-assets.com/books/1407138212m/12070846.jpg,https://images.gr-assets.com/books/1407138212s/12070846.jpg
446,312426232,Paul Auster,2005,The Brooklyn Follies,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
277191,689859392,"Holly Black, Tony DiTerlizzi",2004,The Ironwood Tree,https://images.gr-assets.com/books/1417954144m/277191.jpg,https://images.gr-assets.com/books/1417954144s/277191.jpg
159582,689846231,Marjorie Kinnan Rawlings,1930,The Yearling,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13561164,373210639,Katie McGarry,2013,Dare You To,https://images.gr-assets.com/books/1354200468m/13561164.jpg,https://images.gr-assets.com/books/1354200468s/13561164.jpg
6952423,446569895,"Ozzy Osbourne, Chris Ayres",2009,I Am Ozzy,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11077,767915305,J. Maarten Troost,2003,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10445208,778313077,Maria V. Snyder,2011,Touch of Power,https://images.gr-assets.com/books/1317629193m/10445208.jpg,https://images.gr-assets.com/books/1317629193s/10445208.jpg
5158,375703063,Kaye Gibbons,1989,A Virtuous Woman ,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
59819,515128546,Nora Roberts,1999,Tears of the Moon,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8968,316000973,Darren Shan,2002,"The Vampire Prince (Cirque Du Freak, #6)",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
291356,034537472X,David Eddings,1991,The Sapphire Rose ,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
24452249,1476798176,Bill Clegg,2015,Did You Ever Have a Family,https://images.gr-assets.com/books/1440378380m/24452249.jpg,https://images.gr-assets.com/books/1440378380s/24452249.jpg
33813,751531219,Nelson DeMille,1990,The Gold Coast,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
781844,684839385,Elisabeth Kübler-Ross,1969,On Death and Dying,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23346918,1780892888,"James Patterson, Maxine Paetro",2015,14th Deadly Sin,https://images.gr-assets.com/books/1425682789m/23346918.jpg,https://images.gr-assets.com/books/1425682789s/23346918.jpg
827412,60562498,Lisa Kleypas,2005,It Happened One Autumn,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2833172,399155163,Patricia Cornwell,2008,Scarpetta,https://images.gr-assets.com/books/1358277265m/2833172.jpg,https://images.gr-assets.com/books/1358277265s/2833172.jpg
21681,055350584X,Dennis Lehane,1996,"Darkness, Take My Hand",https://images.gr-assets.com/books/1392049150m/21681.jpg,https://images.gr-assets.com/books/1392049150s/21681.jpg
239103,786901640,R.A. Salvatore,1993,Siege of Darkness,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9917945,1416983244,Ellen Hopkins,2011,,https://images.gr-assets.com/books/1296179689m/9917945.jpg,https://images.gr-assets.com/books/1296179689s/9917945.jpg
268604,425189031,J.D. Robb,2003,Portrait in Death,https://images.gr-assets.com/books/1483391474m/268604.jpg,https://images.gr-assets.com/books/1483391474s/268604.jpg
184040,1401202322,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,Y: The Last Man Vol. 4: Safeword,https://images.gr-assets.com/books/1335238541m/184040.jpg,https://images.gr-assets.com/books/1335238541s/184040.jpg
18668066,399171088,Nora Roberts,2014,The Collector,https://images.gr-assets.com/books/1389532018m/18668066.jpg,https://images.gr-assets.com/books/1389532018s/18668066.jpg
8088,515138819,Robin McKinley,2003,Sunshine,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
64857,312939027,Sue Grafton,1987,"""D"" is for Deadbeat ",https://images.gr-assets.com/books/1389287799m/64857.jpg,https://images.gr-assets.com/books/1389287799s/64857.jpg
10846336,1608195228,Jesmyn Ward,2010,Salvage the Bones,https://images.gr-assets.com/books/1317067649m/10846336.jpg,https://images.gr-assets.com/books/1317067649s/10846336.jpg
14069,345481291,Naomi Novik,2006,Throne of Jade,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2368,671447548,David McCullough,1981,Mornings on Horseback,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
79426,1401210090,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,Y: The Last Man Vol. 7: Paper Dolls,https://images.gr-assets.com/books/1311830366m/79426.jpg,https://images.gr-assets.com/books/1311830366s/79426.jpg
92160,345455681,Edward Rutherfurd,1997,London: The Novel,https://images.gr-assets.com/books/1320450619m/92160.jpg,https://images.gr-assets.com/books/1320450619s/92160.jpg
16116760,1480118516,Natasha Preston,2012,Silence,https://images.gr-assets.com/books/1351519075m/16116760.jpg,https://images.gr-assets.com/books/1351519075s/16116760.jpg
20309175,1250059305,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014,My True Love Gave to Me: Twelve Holiday Stories,https://images.gr-assets.com/books/1459353572m/20309175.jpg,https://images.gr-assets.com/books/1459353572s/20309175.jpg
18616975,1612184715,Scott  Meyer,2013,Off to Be the Wizard,https://images.gr-assets.com/books/1390179189m/18616975.jpg,https://images.gr-assets.com/books/1390179189s/18616975.jpg
659388,679753338,Richard Russo,1993,Nobody's Fool,https://images.gr-assets.com/books/1463435569m/659388.jpg,https://images.gr-assets.com/books/1463435569s/659388.jpg
66370,451076451,"Richard Bachman, Stephen King",1977,Rage,https://images.gr-assets.com/books/1299003176m/66370.jpg,https://images.gr-assets.com/books/1299003176s/66370.jpg
28407,140447423,"Émile Zola, Roger Pearson",1885,Germinal,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11076177,224093614,Michael Ondaatje,2011,,https://images.gr-assets.com/books/1327934764m/11076177.jpg,https://images.gr-assets.com/books/1327934764s/11076177.jpg
76740,1857988221,Alfred Bester,1953,The Demolished Man,https://images.gr-assets.com/books/1360171879m/76740.jpg,https://images.gr-assets.com/books/1360171879s/76740.jpg
9578590,1423121295,Melissa de la Cruz,2011,Lost In Time,https://images.gr-assets.com/books/1298681924m/9578590.jpg,https://images.gr-assets.com/books/1298681924s/9578590.jpg
199786,60725125,Meg Cabot,2001,Ninth Key,https://images.gr-assets.com/books/1327954597m/199786.jpg,https://images.gr-assets.com/books/1327954597s/199786.jpg
693172,425100650,Dean Koontz,1984,Twilight Eyes,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25644437,525954570,Lisa Gardner,2016,Find Her,https://images.gr-assets.com/books/1444071262m/25644437.jpg,https://images.gr-assets.com/books/1444071262s/25644437.jpg
16122034,1939392748,"J. Lynn, Jennifer L. Armentrout",2013,Frigid,https://images.gr-assets.com/books/1364364323m/16122034.jpg,https://images.gr-assets.com/books/1364364323s/16122034.jpg
16532,553383833,"Isabel Allende, Margaret Sayers Peden",1984,De amor y de sombra,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6202556,805088415,Jacqueline Kelly,2009,The Evolution of Calpurnia Tate,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3678651,1423108760,Katie Alender,2009,Bad Girls Don't Die,https://images.gr-assets.com/books/1344514129m/3678651.jpg,https://images.gr-assets.com/books/1344514129s/3678651.jpg
41707,425204030,Clive Cussler,1999,Atlantis Found,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4070095,307377326,David Mazzucchelli,2009,Asterios Polyp,https://images.gr-assets.com/books/1327877671m/4070095.jpg,https://images.gr-assets.com/books/1327877671s/4070095.jpg
651260,345383273,David Eddings,1992,Domes of Fire,https://images.gr-assets.com/books/1388212602m/651260.jpg,https://images.gr-assets.com/books/1388212602s/651260.jpg
138397,1582405301,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005,"The Walking Dead, Vol. 4: The Heart's Desire",https://images.gr-assets.com/books/1460242153m/138397.jpg,https://images.gr-assets.com/books/1460242153s/138397.jpg
6277410,439846838,Kazu Kibuishi,2009,The Stonekeeper's Curse,https://images.gr-assets.com/books/1420153715m/6277410.jpg,https://images.gr-assets.com/books/1420153715s/6277410.jpg
13066,446695688,Carl Hiaasen,2000,Sick Puppy,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
24818,836217357,Bill Watterson,1993,The Days Are Just Packed: A Calvin and Hobbes Collection,https://images.gr-assets.com/books/1418211162m/24818.jpg,https://images.gr-assets.com/books/1418211162s/24818.jpg
3253215,1600610862,Danny Gregory,2008,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13154933,307990672,Dean Koontz,2012,Odd Apocalypse,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
80369,679752552,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",1975,Surveiller et punir. Naissance de la prison,https://images.gr-assets.com/books/1400737037m/80369.jpg,https://images.gr-assets.com/books/1400737037s/80369.jpg
215631,743412028,Catherine Ryan Hyde,1999,Pay It Forward,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
40168,1401307922,Danny Gregory,2005,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
569346,1591169283,"Arina Tanemura, Tomo Kimura",2001,満月をさがして 1,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
68531,60935766,Bernard Cornwell,2000,Harlequin,https://images.gr-assets.com/books/1407709312m/68531.jpg,https://images.gr-assets.com/books/1407709312s/68531.jpg
12535,1594481571,Anne Lamott,2004,Plan B: Further Thoughts on Faith,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
62212,812974042,Sarah Dunant,2006,In the Company of the Courtesan,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13630171,345531485,Peter V. Brett,2015,The Skull Throne,https://images.gr-assets.com/books/1408637760m/13630171.jpg,https://images.gr-assets.com/books/1408637760s/13630171.jpg
84133,312369506,Sherrilyn Kenyon,2007,Devil May Cry,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
96081,316013838,Anita Shreve,2002,Sea Glass,https://images.gr-assets.com/books/1422821164m/96081.jpg,https://images.gr-assets.com/books/1422821164s/96081.jpg
248470,1582349010,Shannon Hale,2006,River Secrets,https://images.gr-assets.com/books/1362875702m/248470.jpg,https://images.gr-assets.com/books/1362875702s/248470.jpg
18404285,1250034485,Jeffrey Archer,2014,Be Careful What You Wish For,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12925063,1461072514,Amy A. Bartol,2013,Inescapable,https://images.gr-assets.com/books/1327896605m/12925063.jpg,https://images.gr-assets.com/books/1327896605s/12925063.jpg
6918909,61668095,Aprilynne Pike,2011,Illusions,https://images.gr-assets.com/books/1324797814m/6918909.jpg,https://images.gr-assets.com/books/1324797814s/6918909.jpg
333907,451165667,Joe McGinniss,1983,Fatal Vision,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1491906,1594201501,Sudhir Venkatesh,2008,Gang Leader for a Day,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
43915,785127224,"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",1984,"Magician: Apprentice (The Riftwar Saga, #1) ",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
183554,785281126,John C. Maxwell,1993,Developing the Leader Within You,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
100933,7157177,C.S. Lewis,1945,That Hideous Strength,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18652002,62331159,Laline Paull,2014,The Bees,https://images.gr-assets.com/books/1384018069m/18652002.jpg,https://images.gr-assets.com/books/1384018069s/18652002.jpg
2458340,385664443,Sara Gruen,2010,Ape House,https://images.gr-assets.com/books/1328023833m/2458340.jpg,https://images.gr-assets.com/books/1328023833s/2458340.jpg
18884,345422554,"David Eddings, Leigh Eddings",1997,Polgara the Sorceress,https://images.gr-assets.com/books/1403179783m/18884.jpg,https://images.gr-assets.com/books/1403179783s/18884.jpg
22674105,385539088,Kevin Kwan,2015,China Rich Girlfriend,https://images.gr-assets.com/books/1419179404m/22674105.jpg,https://images.gr-assets.com/books/1419179404s/22674105.jpg
216304,736918833,Elizabeth George,1997,A Woman After God's Own Heart,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
206195,1416543694,Brad Thor,2004,State Of The Union,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
15793186,1250015545,Ann Leary,2013,The Good House,https://images.gr-assets.com/books/1392668194m/15793186.jpg,https://images.gr-assets.com/books/1392668194s/15793186.jpg
14362,446675369,Rudolfo Anaya,1972,"Bless Me, Ultima",https://images.gr-assets.com/books/1474056548m/14362.jpg,https://images.gr-assets.com/books/1474056548s/14362.jpg
9913,375703845,Bret Easton Ellis,1998,Glamorama,https://images.gr-assets.com/books/1403179508m/9913.jpg,https://images.gr-assets.com/books/1403179508s/9913.jpg
169211,312939043,Sue Grafton,1988,F is for Fugitive,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2033352,8770530688,Jo Nesbø,2005,"Frelseren (Harry Hole, #6)",https://images.gr-assets.com/books/1418343566m/2033352.jpg,https://images.gr-assets.com/books/1418343566s/2033352.jpg
61264,375703829,Alessandro Baricco,1996,Seta,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7963208,312593317,Tatiana de Rosnay,2009,Boomerang,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
27530,842332308,"Tim LaHaye, Jerry B. Jenkins",2002,The Remnant: On the Brink of Armageddon,https://images.gr-assets.com/books/1406506156m/27530.jpg,https://images.gr-assets.com/books/1406506156s/27530.jpg
